1       3 
1       5 
1       6
1	62
1	81
1	82
1	91
2	3
2	4
2	12
3	1
3	2
3	4
3	5
3	12
4	2
4	3
4	5
4	10
4	11
4	12
5	1
5	3
5	4
5	6
5	7
5	8
5	9
5	10
6	1
6	5
6	7
6	20
6	43
6	45
6	59
6	60
6	62
7	5
7	6
7	8
7	20
8	5
8	7
8	9
8	16
8	18
8	20
9	5
9	8
9	10
9	11
9	16
10	4
10	5
10	9
10	11
11	4
11	9
11	10
11	12
11	13
11	14
11	16
12	2
12	3
12	4
12	11
13	11
13	14
13	15
13	16
14	11
14	13
15	13
15	16
15	17
15	18
16	8
16	9
16	11
16	13
16	15
16	18
17	15
17	18
17	19
17	21
17	22
18	8
18	15
18	16
18	17
18	19
18	20
18	22
19	17
19	18
19	20
19	22
19	23
19	28
19	32
19	43
20	6
20	7
20	8
20	18
20	19
20	43
20	45
21	17
21	22
21	23
22	17
22	18
22	19
22	21
22	23
23	19
23	21
23	22
23	24
23	28
23	32
24	23
24	25
24	27
24	28
25	24
25	26
25	27
25	29
25	30
26	25
26	30
26	31
26	165
27	24
27	25
27	28
27	29
28	19
28	23
28	24
28	27
28	29
28	32
29	25
29	27
29	28
29	30
29	32
29	33
30	25
30	26
30	29
30	31
30	33
30	34
30	35
31	26
31	30
31	34
31	35
31	165
32	19
32	23
32	28
32	29
32	33
32	43
33	29
33	30
33	32
33	34
33	36
33	40
33	41
33	43
34	30
34	31
34	33
34	35
34	36
34	37
35	30
35	31
35	34
35	36
35	37
35	162
35	165
35	167
36	33
36	34
36	35
36	37
36	38
36	40
36	41
37	34
37	35
37	36
37	38
37	39
37	40
37	162
37	167
38	36
38	37
38	39
38	40
38	51
39	37
39	38
39	40
39	51
39	52
39	54
39	156
39	157
39	162
40	33
40	36
40	37
40	38
40	39
40	41
40	42
40	50
40	51
41	33
41	36
41	40
41	42
41	43
42	40
42	41
42	43
42	44
42	46
42	48
42	50
42	51
43	6
43	19
43	20
43	32
43	33
43	41
43	42
43	44
43	45
44	42
44	43
44	45
44	46
44	47
45	6
45	20
45	43
45	44
45	47
45	59
46	42
46	44
46	47
46	48
47	44
47	45
47	46
47	48
47	49
47	56
47	57
47	58
47	59
48	42
48	46
48	47
48	49
48	50
49	47
49	48
49	50
49	55
49	56
50	40
50	42
50	48
50	49
50	51
50	54
50	55
50	56
51	38
51	39
51	40
51	42
51	50
51	54
52	39
52	53
52	54
52	145
52	157
53	52
53	54
53	67
53	144
53	145
53	157
54	39
54	50
54	51
54	52
54	53
54	55
54	66
54	67
54	69
55	49
55	50
55	54
55	56
55	66
55	69
56	47
56	49
56	50
56	55
56	57
56	65
56	66
57	47
57	56
57	58
57	63
57	65
57	66
58	47
58	57
58	59
58	60
58	61
58	63
58	64
58	65
59	6
59	45
59	47
59	58
59	60
59	61
60	6
60	58
60	59
60	61
60	62
61	58
61	59
61	60
61	62
61	63
61	64
61	81
62	1
62	6
62	60
62	61
62	64
62	81
63	57
63	58
63	61
63	64
63	65
63	75
63	77
64	58
64	61
64	62
64	63
64	77
64	81
65	56
65	57
65	58
65	63
65	66
65	73
65	75
65	77
66	54
66	55
66	56
66	57
66	65
66	69
66	71
66	73
66	75
67	53
67	54
67	68
67	69
67	70
67	144
67	145
68	67
68	70
68	72
68	85
68	86
68	91
68	144
69	54
69	55
69	66
69	67
69	70
69	71
69	72
70	67
70	68
70	69
70	71
70	72
70	85
71	66
71	69
71	70
71	72
71	73
72	68
72	69
72	70
72	71
72	73
72	74
72	85
73	65
73	66
73	71
73	72
73	74
73	75
74	72
74	73
74	75
74	76
74	85
74	91
75	63
75	65
75	66
75	73
75	74
75	76
75	77
76	74
76	75
76	77
76	78
76	91
77	63
77	64
77	65
77	75
77	76
77	78
77	81
78	76
78	77
78	80
78	81
78	91
79	80
79	81
79	83
79	84
80	78
80	79
80	81
80	83
80	84
80	91
81	1
81	61
81	62
81	64
81	77
81	78
81	79
81	80
81	82
81	83
82	1
82	81
82	83
82	91
83	79
83	80
83	81
83	82
83	84
83	91
84	79
84	80
84	83
84	91
85	68
85	70
85	72
85	74
85	86
85	91
86	68
86	85
86	91
86	144
87	88
87	89
87	91
87	95
87	104
88	87
88	89
88	92
88	94
88	104
89	87
89	88
89	90
89	91
89	92
90	89
90	91
90	92
91	1
91	68
91	74
91	76
91	78
91	80
91	82
91	83
91	84
91	85
91	86
91	87
91	89
91	90
91	92
91	93
91	95
91	96
91	105
91	138
91	139
91	144
92	88
92	89
92	90
92	91
92	93
92	94
93	91
93	92
93	94
93	105
94	88
94	92
94	93
94	104
94	105
94	109
95	87
95	91
95	96
95	102
95	104
96	91
96	95
96	97
96	102
96	137
96	138
97	96
97	98
97	99
97	101
97	102
97	136
97	137
97	138
98	97
98	99
98	100
98	101
98	136
99	97
99	98
99	100
99	101
99	103
100	98
100	99
100	103
100	119
100	125
100	126
100	134
100	136
100	152
100	170
100	172
101	97
101	98
101	99
101	102
101	103
102	95
102	96
102	97
102	101
102	103
102	104
103	99
103	100
103	101
103	102
103	104
103	109
103	119
103	126
104	87
104	88
104	94
104	95
104	102
104	103
104	105
104	109
104	119
105	91
105	93
105	94
105	104
105	106
105	108
105	109
105	179
105	181
106	105
106	107
106	176
106	177
106	179
106	181
107	106
107	110
107	111
107	115
107	173
107	174
107	177
107	181
108	105
108	179
108	180
109	94
109	103
109	104
109	105
109	111
109	112
109	113
109	117
109	119
109	181
110	107
110	111
110	114
110	115
111	107
111	109
111	110
111	112
111	113
111	114
111	181
112	109
112	111
112	113
113	109
113	111
113	112
113	114
113	117
113	118
114	110
114	111
114	113
114	116
114	118
115	107
115	110
116	114
116	118
116	120
116	121
116	122
117	109
117	113
117	118
117	119
117	122
118	113
118	114
118	116
118	117
118	122
119	100
119	103
119	104
119	109
119	117
119	121
119	122
119	126
120	116
120	121
120	183
121	116
121	119
121	120
121	122
121	126
121	182
121	183
122	116
122	117
122	118
122	119
122	121
123	125
123	171
123	182
123	183
123	187
123	188
124	183
124	185
124	186
124	188
125	100
125	123
125	126
125	171
125	172
125	182
126	100
126	103
126	119
126	121
126	125
126	182
127	128
127	129
127	132
127	169
127	170
127	171
127	172
127	187
128	127
128	130
128	131
128	132
128	184
128	185
128	187
129	127
129	130
129	132
129	169
130	128
130	129
130	131
130	132
131	128
131	130
131	184
132	127
132	128
132	129
132	130
133	134
133	135
133	136
133	141
133	147
133	150
133	151
134	100
134	133
134	136
134	151
134	152
135	133
135	136
135	137
135	141
136	97
136	98
136	100
136	133
136	134
136	135
136	137
137	96
137	97
137	135
137	136
137	138
137	140
137	141
138	91
138	96
138	97
138	137
138	139
138	140
139	91
139	138
139	140
139	143
139	144
140	137
140	138
140	139
140	141
140	142
140	143
141	133
141	135
141	137
141	140
141	142
141	143
141	147
141	150
141	151
142	140
142	141
142	143
142	147
142	148
143	139
143	140
143	141
143	142
143	144
143	146
143	147
143	148
144	53
144	67
144	68
144	86
144	91
144	139
144	143
144	145
144	146
144	148
145	52
145	53
145	67
145	144
145	146
145	157
146	143
146	144
146	145
146	148
146	155
146	157
146	158
146	160
147	133
147	141
147	142
147	143
147	148
147	149
147	150
147	151
148	142
148	143
148	144
148	146
148	147
148	149
148	154
148	155
149	147
149	148
149	150
149	152
149	154
149	155
150	133
150	141
150	147
150	149
150	151
150	152
151	133
151	134
151	141
151	147
151	150
151	152
152	100
152	134
152	149
152	150
152	151
152	153
152	154
152	169
152	170
152	172
153	152
153	154
153	169
154	148
154	149
154	152
154	153
154	155
154	159
154	161
155	146
155	148
155	149
155	154
155	158
155	159
155	160
155	161
156	39
156	157
156	158
156	159
156	160
156	162
156	164
157	39
157	52
157	53
157	145
157	146
157	156
157	158
158	146
158	155
158	156
158	157
158	160
159	154
159	155
159	156
159	160
159	161
159	162
159	163
159	164
160	146
160	155
160	156
160	158
160	159
161	154
161	155
161	159
161	163
162	35
162	37
162	39
162	156
162	159
162	164
162	167
162	168
163	159
163	161
163	164
163	167
163	168
164	156
164	159
164	162
164	163
164	168
165	26
165	31
165	35
165	166
165	167
166	165
166	167
167	35
167	37
167	162
167	163
167	165
167	166
167	168
168	162
168	163
168	164
168	167
169	127
169	129
169	152
169	153
169	170
170	100
170	127
170	152
170	169
170	171
170	172
171	123
171	125
171	127
171	170
171	172
171	187
172	100
172	125
172	127
172	152
172	170
172	171
173	107
173	174
173	175
173	177
173	178
174	107
174	173
174	175
174	176
174	177
174	178
175	173
175	174
175	178
176	106
176	174
176	177
176	178
176	179
177	106
177	107
177	173
177	174
177	176
178	173
178	174
178	175
178	176
178	179
178	180
179	105
179	106
179	108
179	176
179	178
179	180
180	108
180	178
180	179
181	105
181	106
181	107
181	109
181	111
182	121
182	123
182	125
182	126
182	183
182	188
183	120
183	121
183	123
183	124
183	182
183	188
184	128
184	131
184	185
184	186
185	124
185	128
185	184
185	186
185	187
185	188
186	124
186	184
186	185
187	123
187	127
187	128
187	171
187	185
187	188
188	123
188	124
188	182
188	183
188	185
188	187
