Cell variables for frog model	SF Trinity at Sandy Bar test file		
SFR 1 Sept 2014	Elevation estimated from depth at 9.7 m3/s	Breeder-suitable from RSL 2/12/2015	Has-shelter added from RSL survey 10/22/2014
CellNum	Elevation (m)	Breeder-suitable?	Has-shelter?
44485	145.3239441	0	0
44486	146.8784638	0	0
44487	147.8327026	0	0
44488	148.0019989	0	0
44489	148.0019989	0	0
44490	148.0019989	0	0
44491	148.0019989	0	0
44802	145.9645538	0	0
44803	145.9625549	0	0
44804	145.9596405	0	0
44805	145.955719	0	0
44806	145.9507141	0	0
44807	145.9445496	0	0
44808	145.9371185	0	0
44809	145.928299	0	0
44810	145.9180298	0	0
44811	145.9062958	0	0
44812	145.893219	0	0
44813	145.8787384	0	0
44814	145.862793	0	0
44815	145.8453064	0	0
44816	145.826477	0	0
44817	145.8067169	0	0
44818	145.7859955	0	0
44819	145.7643127	0	0
44820	145.7415619	0	0
44821	145.7177277	0	0
44822	145.6928406	0	0
44823	145.6397553	0	0
44824	145.611496	0	0
44825	145.582016	0	0
44826	145.5512695	0	0
44827	145.5192108	0	0
44828	145.48526	0	0
44829	145.4495392	0	0
44830	145.4110413	0	0
44831	145.3689575	0	0
44832	145.3218384	0	0
44833	145.2805023	0	0
44834	145.2252197	0	0
44835	145.1938324	0	0
44836	145.2418976	0	0
44837	145.3144531	0	0
44838	145.3314362	0	0
44839	145.331192	0	0
44840	145.3125153	0	0
44841	145.2910767	0	0
44842	145.2815247	0	0
44843	145.2679138	0	0
44844	145.2232971	0	0
44845	145.1565704	0	0
44846	145.1082459	0	0
44847	145.001358	0	0
44848	144.8031158	0	0
44849	144.7071533	0	0
44850	144.6569519	0	0
44851	144.6121826	0	0
44852	144.5786896	0	0
44853	144.5605469	0	0
44854	144.5544281	0	0
44855	144.5544281	0	0
44856	144.5540008	0	0
44857	144.5542755	0	0
44858	144.5571594	0	0
44859	144.5570831	0	0
44860	144.5313721	0	0
44861	144.4087219	0	0
44862	144.0713654	0	0
44863	143.9576721	0	0
44864	143.9566956	0	0
44865	143.9627228	0	0
44866	143.967453	0	0
44867	143.9712677	0	0
44868	143.9627991	0	0
44869	143.9620514	0	0
44870	143.7984314	0	0
44871	143.6830292	0	0
44872	143.4985657	0	0
44873	143.411911	0	0
44874	143.4165192	0	0
44875	143.4288178	0	0
44876	143.4060669	0	0
44877	143.3648834	0	0
44878	143.3047791	0	0
44879	143.3000946	0	0
44880	143.2745667	0	0
44881	143.2432861	0	0
44882	143.2045746	0	0
44883	143.1451874	0	0
44884	143.1017304	0	0
44885	143.0440674	0	0
44886	142.9308624	0	0
44887	142.7385101	0	0
44888	142.4829865	0	0
44889	142.351532	0	0
44890	142.3220062	0	0
44891	142.3505554	0	0
44892	142.3980408	0	0
44893	142.4056854	0	0
44894	142.3988953	0	0
44895	142.3891449	0	0
44896	142.354187	0	0
44897	142.2759399	0	0
44898	142.1576233	0	0
44899	142.0210266	0	0
44900	141.9609375	0	0
44901	142.0180206	0	0
44902	142.0944519	0	0
44903	142.0960693	0	0
44904	142.0466919	0	0
44905	141.9836121	0	0
44906	141.9076386	0	0
44907	141.8237457	0	0
44908	141.7873688	0	0
44909	141.8852539	0	0
44910	142.1394348	0	0
44911	142.4676514	0	0
44912	142.8864899	0	0
44913	145.023056	0	0
44914	145.484436	0	0
44915	145.3565369	0	0
44916	145.2749786	0	0
44917	145.746994	0	0
44918	146.9173584	0	0
44919	147.7971649	0	0
44920	148.0019989	0	0
44921	148.0019989	0	0
44922	148.0019989	0	0
44923	148.0019989	0	0
44924	148.0019989	0	0
45237	145.978363	0	0
45238	145.9742584	0	0
45239	145.9690857	0	0
45240	145.9627838	0	0
45241	145.9552155	0	0
45242	145.9463043	0	0
45243	145.9359741	0	0
45244	145.9241943	0	0
45245	145.911087	0	0
45246	145.8966065	0	0
45247	145.8806763	0	0
45248	145.8632355	0	0
45249	145.8444824	0	0
45250	145.8247986	0	0
45251	145.8041687	0	0
45252	145.782547	0	0
45253	145.7598572	0	0
45254	145.736084	0	0
45255	145.6852417	0	0
45256	145.6581421	0	0
45257	145.6298065	0	0
45258	145.600174	0	0
45259	145.5691834	0	0
45260	145.5366974	0	0
45261	145.5021362	0	0
45262	145.4654846	0	0
45263	145.4257355	0	0
45264	145.3823395	0	0
45265	145.3352814	0	0
45266	145.2800293	0	0
45267	145.2158508	0	0
45268	145.1942139	0	0
45269	145.248352	0	0
45270	145.3120575	0	0
45271	145.3326569	0	0
45272	145.3305359	0	0
45273	145.3012848	0	0
45274	145.2859345	0	0
45275	145.280014	0	0
45276	145.262497	0	0
45277	145.2215271	0	0
45278	145.1743164	0	0
45279	145.1456451	0	0
45280	145.0787048	0	0
45281	144.9305572	0	0
45282	144.7832947	0	0
45283	144.6973724	0	0
45284	144.6197052	0	0
45285	144.5734863	0	0
45286	144.5579529	0	0
45287	144.5565796	0	0
45288	144.5567169	0	0
45289	144.5543823	0	0
45290	144.5553894	0	0
45291	144.5629425	0	0
45292	144.574585	0	0
45293	144.5692444	0	0
45294	144.5155182	0	0
45295	144.2244873	0	0
45296	144.0178375	0	0
45297	143.9789124	0	0
45298	143.9654999	0	0
45299	143.9710083	0	0
45300	143.9720001	0	0
45301	143.9684143	0	0
45302	143.9550171	0	0
45303	143.8773041	0	0
45304	143.7741242	0	0
45305	143.5247955	0	0
45306	143.4292755	0	0
45307	143.4429169	0	0
45308	143.4580231	0	0
45309	143.4219208	0	0
45310	143.3600617	0	0
45311	143.3036194	0	0
45312	143.3000183	0	0
45313	143.2778473	0	0
45314	143.2399139	0	0
45315	143.1934051	0	0
45316	143.1351318	0	0
45317	143.0816803	0	0
45318	142.9887543	0	0
45319	142.8357239	0	0
45320	142.6533508	0	0
45321	142.4315338	0	0
45322	142.3591766	0	0
45323	142.3840485	0	0
45324	142.4206696	0	0
45325	142.4480438	0	0
45326	142.4675293	0	0
45327	142.468399	0	0
45328	142.4588776	0	0
45329	142.4261169	0	0
45330	142.3561707	0	0
45331	142.1700287	0	0
45332	142.0443726	0	0
45333	142.0311127	0	0
45334	142.0850983	0	0
45335	142.0842743	0	0
45336	142.0225067	0	0
45337	141.9594269	0	0
45338	141.8878479	0	0
45339	141.812561	0	0
45340	141.766861	0	0
45341	141.7977295	0	0
45342	141.9685516	0	0
45343	142.3347626	0	0
45344	142.7306061	0	0
45345	144.7866669	0	0
45346	145.4641419	0	0
45347	145.5671387	0	0
45348	145.4809265	0	0
45349	145.8586426	0	0
45350	147.1730804	0	0
45351	147.9749298	0	0
45352	148.0019989	0	0
45353	148.0019989	0	0
45354	148.0019989	0	0
45355	148.0019989	0	0
45356	148.0019989	0	0
45672	145.9880676	0	0
45673	145.9816284	0	0
45674	145.9739532	0	0
45675	145.9649658	0	0
45676	145.9545593	0	0
45677	145.9427643	0	0
45678	145.9296417	0	0
45679	145.9151764	0	0
45680	145.899292	0	0
45681	145.8819275	0	0
45682	145.8632813	0	0
45683	145.8437042	0	0
45684	145.8231659	0	0
45685	145.8016663	0	0
45686	145.779068	0	0
45687	145.7306213	0	0
45688	145.7046814	0	0
45689	145.6776123	0	0
45690	145.6492767	0	0
45691	145.6195984	0	0
45692	145.5884857	0	0
45693	145.5557251	0	0
45694	145.5207825	0	0
45695	145.4835053	0	0
45696	145.4428101	0	0
45697	145.3978577	0	0
45698	145.3480225	0	0
45699	145.2941742	0	0
45700	145.2481232	0	0
45701	145.2192383	0	0
45702	145.2590637	0	0
45703	145.3230286	0	0
45704	145.3310089	0	0
45705	145.3002472	0	0
45706	145.2826233	0	0
45707	145.2835846	0	0
45708	145.2830048	0	0
45709	145.2311249	0	0
45710	145.1798248	0	0
45711	145.1700897	0	0
45712	145.1580963	0	0
45713	145.1276703	0	0
45714	145.0319519	0	0
45715	144.8641815	0	0
45716	144.7478943	0	0
45717	144.5966797	0	0
45718	144.5873566	0	0
45719	144.5544739	0	0
45720	144.5572205	0	0
45721	144.5578308	0	0
45722	144.5604096	0	0
45723	144.5642853	0	0
45724	144.5697479	0	0
45725	144.5781403	0	0
45726	144.5830078	0	0
45727	144.575882	0	0
45728	144.3091736	0	0
45729	144.0855713	0	0
45730	144.0270996	0	0
45731	143.9656677	0	0
45732	143.9704742	0	0
45733	143.9700775	0	0
45734	143.9624786	0	0
45735	143.9516296	0	0
45736	143.9073944	0	0
45737	143.8367615	0	0
45738	143.5470886	0	0
45739	143.4477539	0	0
45740	143.4648895	0	0
45741	143.4560394	0	0
45742	143.4144135	0	0
45743	143.3590393	0	0
45744	143.3086548	0	0
45745	143.295517	0	0
45746	143.2671814	0	0
45747	143.2320709	0	0
45748	143.1728516	0	0
45749	143.1017304	0	0
45750	143.0456085	0	0
45751	142.9048615	0	0
45752	142.7911377	0	0
45753	142.5694885	0	0
45754	142.4344025	0	0
45755	142.4204407	0	0
45756	142.4492493	0	0
45757	142.4677582	0	0
45758	142.4861603	0	0
45759	142.5043487	0	0
45760	142.5306091	0	0
45761	142.5381012	0	0
45762	142.4980469	0	0
45763	142.3742218	0	0
45764	142.2029724	0	0
45765	142.0752106	0	0
45766	142.106781	0	0
45767	142.0901032	0	0
45768	142.0000458	0	0
45769	141.9100952	0	0
45770	141.8477631	0	0
45771	141.7856598	0	0
45772	141.7378388	0	0
45773	141.7430267	0	0
45774	141.901474	0	0
45775	142.281723	0	0
45776	142.7650299	0	0
45777	144.5878449	0	0
45778	145.5126801	0	0
45779	145.7723236	0	0
45780	145.6807861	0	0
45781	145.6657257	0	0
45782	147.0045166	0	0
45783	147.9040527	0	0
45784	148.0019989	0	0
45785	148.0019989	0	0
45786	148.0019989	0	0
45787	148.0019989	0	0
45788	148.0019989	0	0
46107	145.9933624	0	0
46108	145.984314	0	0
46109	145.973877	0	0
46110	145.9620667	0	0
46111	145.9489746	0	0
46112	145.9345245	0	0
46113	145.9187012	0	0
46114	145.9013825	0	0
46115	145.8828735	0	0
46116	145.8634338	0	0
46117	145.8430328	0	0
46118	145.8216553	0	0
46119	145.77565	0	0
46120	145.7509918	0	0
46121	145.725174	0	0
46122	145.6982117	0	0
46123	145.6699524	0	0
46124	145.6403046	0	0
46125	145.6091766	0	0
46126	145.5762634	0	0
46127	145.5410919	0	0
46128	145.5034027	0	0
46129	145.4621277	0	0
46130	145.4164276	0	0
46131	145.3653107	0	0
46132	145.3072205	0	0
46133	145.2599487	0	0
46134	145.249649	0	0
46135	145.298645	0	0
46136	145.3209686	0	0
46137	145.32341	0	0
46138	145.2995758	0	0
46139	145.2910767	0	0
46140	145.2819977	0	0
46141	145.24086	0	0
46142	145.1687012	0	0
46143	145.1672363	0	0
46144	145.1688232	0	0
46145	145.169632	0	0
46146	145.1607971	0	0
46147	145.0523224	0	0
46148	144.9202576	0	0
46149	144.8229523	0	0
46150	144.7128296	0	0
46151	144.6372681	0	0
46152	144.5708771	0	0
46153	144.5591431	0	0
46154	144.5700531	0	0
46155	144.5704193	0	0
46156	144.5720062	0	0
46157	144.5755463	0	0
46158	144.5825043	0	0
46159	144.5793915	0	0
46160	144.5393677	0	0
46161	144.4043426	0	0
46162	144.2641907	0	0
46163	144.0592041	0	0
46164	143.9702148	0	0
46165	143.9716034	0	0
46166	143.9685974	0	0
46167	143.9562378	0	0
46168	143.9494934	0	0
46169	143.9373474	0	0
46170	143.8970032	0	0
46171	143.5357971	0	0
46172	143.4563141	0	0
46173	143.4615936	0	0
46174	143.4431152	0	0
46175	143.4190826	0	0
46176	143.3470764	0	0
46177	143.3072815	0	0
46178	143.2891083	0	0
46179	143.2704315	0	0
46180	143.2241364	0	0
46181	143.1457062	0	0
46182	143.0807343	0	0
46183	142.9701996	0	0
46184	142.8436279	0	0
46185	142.7271423	0	0
46186	142.5396881	0	0
46187	142.4728241	0	0
46188	142.4658203	0	0
46189	142.4752808	0	0
46190	142.4944	0	0
46191	142.5184021	0	0
46192	142.5456696	0	0
46193	142.5748138	0	0
46194	142.5840149	0	0
46195	142.5489655	0	0
46196	142.3894501	0	0
46197	142.1671905	0	0
46198	142.0802612	0	0
46199	142.0828552	0	0
46200	141.9964905	0	0
46201	141.8598785	0	0
46202	141.7992249	0	0
46203	141.7611389	0	0
46204	141.7445984	0	0
46205	141.789978	0	0
46206	141.9564209	0	0
46207	142.2606964	0	0
46208	142.7609711	0	0
46209	144.4259796	0	0
46210	145.5483093	0	0
46211	145.929184	0	0
46212	145.7641296	0	0
46213	145.7919006	0	0
46214	146.6556397	0	0
46215	147.6468811	0	0
46216	148.0019989	0	0
46217	148.0019989	0	0
46218	148.0019989	0	0
46219	148.0019989	0	0
46220	148.0019989	0	0
46539	146.0213013	0	0
46540	146.0134888	0	0
46541	146.0043945	0	0
46542	145.9939423	0	0
46543	145.982132	0	0
46544	145.9690552	0	0
46545	145.9546509	0	0
46546	145.9388733	0	0
46547	145.9216461	0	0
46548	145.9032898	0	0
46549	145.8840179	0	0
46550	145.8638001	0	0
46551	145.8203888	0	0
46552	145.7974091	0	0
46553	145.7735901	0	0
46554	145.7488861	0	0
46555	145.7232513	0	0
46556	145.6964874	0	0
46557	145.6684265	0	0
46558	145.638855	0	0
46559	145.6071014	0	0
46560	145.572525	0	0
46561	145.5341797	0	0
46562	145.490509	0	0
46563	145.4403687	0	0
46564	145.3860931	0	0
46565	145.3281708	0	0
46566	145.2634888	0	0
46567	145.2201996	0	0
46568	145.278595	0	0
46569	145.3195953	0	0
46570	145.3309174	0	0
46571	145.3089142	0	0
46572	145.2891846	0	0
46573	145.281189	0	0
46574	145.2129211	0	0
46575	145.1695709	0	0
46576	145.1678772	0	0
46577	145.1712494	0	0
46578	145.1696167	0	0
46579	145.1257172	0	0
46580	145.0352478	0	0
46581	144.9613953	0	0
46582	144.8903503	0	0
46583	144.785141	0	0
46584	144.6914673	0	0
46585	144.6115265	0	0
46586	144.5638733	0	0
46587	144.577774	0	0
46588	144.5786285	0	0
46589	144.5782929	0	0
46590	144.5884857	0	0
46591	144.5962067	0	0
46592	144.5938568	0	0
46593	144.5584412	0	0
46594	144.4495392	0	0
46595	144.2457886	0	0
46596	143.9744415	0	0
46597	143.9710999	0	0
46598	143.9683075	0	0
46599	143.957077	0	0
46600	143.9532318	0	0
46601	143.9543304	0	0
46602	143.9359894	0	0
46603	143.7688141	0	0
46604	143.4917603	0	0
46605	143.4635925	0	0
46606	143.4523315	0	0
46607	143.4299469	0	0
46608	143.4072723	0	0
46609	143.3364563	0	0
46610	143.3079224	0	0
46611	143.2887115	0	0
46612	143.2582245	0	0
46613	143.2145844	0	0
46614	143.1209717	0	0
46615	143.0432129	0	0
46616	142.9040222	0	0
46617	142.8078461	0	0
46618	142.6768646	0	0
46619	142.5607758	0	0
46620	142.4916687	0	0
46621	142.4807434	0	0
46622	142.4816589	0	0
46623	142.5014191	0	0
46624	142.5384216	0	0
46625	142.587738	0	0
46626	142.6277618	0	0
46627	142.6193695	0	0
46628	142.5212097	0	0
46629	142.3080292	0	0
46630	142.0812073	0	0
46631	142.0821686	0	0
46632	142.0084534	0	0
46633	141.798645	0	0
46634	141.7173004	0	0
46635	141.7242889	0	0
46636	141.752594	0	0
46637	141.7901764	0	0
46638	141.9898834	0	0
46639	142.2431335	0	0
46640	142.7322083	0	0
46641	144.2551117	0	0
46642	145.3965607	0	0
46643	145.9629211	0	0
46644	145.8733826	0	0
46645	145.707016	0	0
46646	146.2206726	0	0
46647	147.6069946	0	0
46648	148.0019989	0	0
46649	148.0019989	0	0
46650	148.0019989	0	0
46651	148.0019989	0	0
46652	148.0019989	0	0
46653	148.0019989	0	0
46971	146.0488586	0	0
46972	146.0421905	0	0
46973	146.0343323	0	0
46974	146.0252075	0	0
46975	146.01474	0	0
46976	146.002945	0	0
46977	145.9899139	0	0
46978	145.9755554	0	0
46979	145.9598541	0	0
46980	145.9427338	0	0
46981	145.9246674	0	0
46982	145.9059906	0	0
46983	145.8669586	0	0
46984	145.8464661	0	0
46985	145.8253937	0	0
46986	145.8036041	0	0
46987	145.7809143	0	0
46988	145.757309	0	0
46989	145.732666	0	0
46990	145.7069092	0	0
46991	145.6799774	0	0
46992	145.6512909	0	0
46993	145.6206513	0	0
46994	145.587265	0	0
46995	145.5498962	0	0
46996	145.5062866	0	0
46997	145.4507599	0	0
46998	145.3716126	0	0
46999	145.2923889	0	0
47000	145.2185822	0	0
47001	145.2956848	0	0
47002	145.3370972	0	0
47003	145.3211822	0	0
47004	145.2963104	0	0
47005	145.2803803	0	0
47006	145.2389069	0	0
47007	145.1891174	0	0
47008	145.1728363	0	0
47009	145.1702118	0	0
47010	145.1749268	0	0
47011	145.1665192	0	0
47012	145.1367188	0	0
47013	145.0624542	0	0
47014	144.9893036	0	0
47015	144.9393921	0	0
47016	144.8633575	0	0
47017	144.7757111	0	0
47018	144.6756897	0	0
47019	144.5830536	0	0
47020	144.5825806	0	0
47021	144.5863953	0	0
47022	144.5967407	0	0
47023	144.6127167	0	0
47024	144.6275787	0	0
47025	144.6131897	0	0
47026	144.5588379	0	0
47027	144.472229	0	0
47028	144.1313477	0	0
47029	143.9781799	0	0
47030	143.9736633	0	0
47031	143.9743652	0	0
47032	143.9625092	0	0
47033	143.9596252	0	0
47034	143.9628601	0	0
47035	143.8970032	0	0
47036	143.6997681	0	0
47037	143.4792175	0	0
47038	143.4675446	0	0
47039	143.4377594	0	0
47040	143.4243927	0	0
47041	143.3880157	0	0
47042	143.3314667	0	0
47043	143.299881	0	0
47044	143.2776032	0	0
47045	143.2485352	0	0
47046	143.1763763	0	0
47047	143.0959625	0	0
47048	142.9795227	0	0
47049	142.8423309	0	0
47050	142.7743835	0	0
47051	142.6620178	0	0
47052	142.5388336	0	0
47053	142.4819946	0	0
47054	142.4658508	0	0
47055	142.4768372	0	0
47056	142.5107269	0	0
47057	142.5581818	0	0
47058	142.6074524	0	0
47059	142.6392517	0	0
47060	142.6205749	0	0
47061	142.4972687	0	0
47062	142.1417847	0	0
47063	142.028595	0	0
47064	141.9088898	0	0
47065	141.7146606	0	0
47066	141.6056671	0	0
47067	141.6494598	0	0
47068	141.7481079	0	0
47069	141.8625488	0	0
47070	142.1590729	0	0
47071	142.5506287	0	0
47072	142.9112244	0	0
47073	144.1302032	0	0
47074	145.2532959	0	0
47075	146.2131195	0	0
47076	145.9387665	0	0
47077	145.7561798	0	0
47078	145.8433685	0	0
47079	147.1593475	0	0
47080	147.9370728	0	0
47081	148.0019989	0	0
47082	148.0019989	0	0
47083	148.0019989	0	0
47084	148.0019989	0	0
47085	148.0019989	0	0
47404	146.0704956	0	0
47405	146.0637817	0	0
47406	146.0558929	0	0
47407	146.0467529	0	0
47408	146.0362854	0	0
47409	146.0245361	0	0
47410	146.0115509	0	0
47411	145.9973907	0	0
47412	145.982254	0	0
47413	145.9661407	0	0
47414	145.9494934	0	0
47415	145.9148407	0	0
47416	145.8964691	0	0
47417	145.8772888	0	0
47418	145.8573456	0	0
47419	145.8365936	0	0
47420	145.8151093	0	0
47421	145.7928619	0	0
47422	145.7697907	0	0
47423	145.7458801	0	0
47424	145.7211151	0	0
47425	145.6950531	0	0
47426	145.6678467	0	0
47427	145.6390381	0	0
47428	145.608429	0	0
47429	145.5759888	0	0
47430	145.5419464	0	0
47431	145.5043182	0	0
47432	145.4372101	0	0
47433	145.2683868	0	0
47434	145.30896	0	0
47435	145.3275909	0	0
47436	145.3155365	0	0
47437	145.2998047	0	0
47438	145.2877197	0	0
47439	145.2488403	0	0
47440	145.1954346	0	0
47441	145.1772461	0	0
47442	145.1777954	0	0
47443	145.1828766	0	0
47444	145.1782074	0	0
47445	145.1028595	0	0
47446	145.0113068	0	0
47447	144.9954224	0	0
47448	144.9639282	0	0
47449	144.9152679	0	0
47450	144.8446197	0	0
47451	144.7350922	0	0
47452	144.6049652	0	0
47453	144.5889893	0	0
47454	144.5976257	0	0
47455	144.6108246	0	0
47456	144.6291504	0	0
47457	144.6272278	0	0
47458	144.5649109	0	0
47459	144.5231018	0	0
47460	144.3478699	0	0
47461	144.1571197	0	0
47462	144.0632782	0	0
47463	144.0216522	0	0
47464	143.9842377	0	0
47465	143.9659882	0	0
47466	143.9653473	0	0
47467	143.9591217	0	0
47468	143.9288788	0	0
47469	143.6749573	0	0
47470	143.4681702	0	0
47471	143.4451294	0	0
47472	143.4396057	0	0
47473	143.4453125	0	0
47474	143.3826141	0	0
47475	143.3291626	0	0
47476	143.2927246	0	0
47477	143.2750549	0	0
47478	143.227417	0	0
47479	143.1476746	0	0
47480	143.0469971	0	0
47481	142.89888	0	0
47482	142.8222656	0	0
47483	142.7280579	0	0
47484	142.6012115	0	0
47485	142.4890289	0	0
47486	142.4597778	0	0
47487	142.4513855	0	0
47488	142.4727478	0	0
47489	142.5188294	0	0
47490	142.5782471	0	0
47491	142.627121	0	0
47492	142.6298218	0	0
47493	142.504303	0	0
47494	142.2288513	0	0
47495	142.0215912	0	0
47496	141.8581238	0	0
47497	141.6214905	0	0
47498	141.5041046	0	0
47499	141.6058044	0	0
47500	141.8810425	0	0
47501	142.0942383	0	0
47502	142.4091187	0	0
47503	142.859848	0	0
47504	143.1481476	0	0
47505	143.9299316	0	0
47506	145.0295105	0	0
47507	145.9779205	0	0
47508	146.1026611	0	0
47509	146.0089417	0	0
47510	146.1371002	0	0
47511	146.9667969	0	0
47512	147.7966766	0	0
47513	148.0019989	0	0
47514	148.0019989	0	0
47515	148.0019989	0	0
47516	148.0019989	0	0
47517	148.0019989	0	0
47836	146.098465	0	0
47837	146.0928192	0	0
47838	146.0860901	0	0
47839	146.078186	0	0
47840	146.0690308	0	0
47841	146.0586395	0	0
47842	146.0473175	0	0
47843	146.035141	0	0
47844	146.02211	0	0
47845	146.0082245	0	0
47846	145.9934235	0	0
47847	145.9617157	0	0
47848	145.9448395	0	0
47849	145.9272156	0	0
47850	145.9088593	0	0
47851	145.8898468	0	0
47852	145.8701477	0	0
47853	145.8498688	0	0
47854	145.829071	0	0
47855	145.8079987	0	0
47856	145.7866974	0	0
47857	145.7650757	0	0
47858	145.7429047	0	0
47859	145.7203369	0	0
47860	145.6969605	0	0
47861	145.6729279	0	0
47862	145.6487427	0	0
47863	145.626297	0	0
47864	145.6100159	0	0
47865	145.6212921	0	0
47866	145.6734772	0	0
47867	145.4514465	0	0
47868	145.6038666	0	0
47869	145.3229828	0	0
47870	145.3059692	0	0
47871	145.2925263	0	0
47872	145.2424469	0	0
47873	145.1867523	0	0
47874	145.179657	0	0
47875	145.1858063	0	0
47876	145.1829987	0	0
47877	145.1523285	0	0
47878	145.0589142	0	0
47879	145.0054932	0	0
47880	144.9953461	0	0
47881	144.9742584	0	0
47882	144.9363709	0	0
47883	144.8731079	0	0
47884	144.7922058	0	0
47885	144.6367798	0	0
47886	144.5935211	0	0
47887	144.6105042	0	0
47888	144.6291809	0	0
47889	144.6277771	0	0
47890	144.5958405	0	0
47891	144.5414886	0	0
47892	144.4974823	0	0
47893	144.4517517	0	0
47894	144.3079071	0	0
47895	144.1414795	0	0
47896	144.0090942	0	0
47897	143.9580688	0	0
47898	143.9646149	0	0
47899	143.9686432	0	0
47900	143.9727783	0	0
47901	143.9601135	0	0
47902	143.5415802	0	0
47903	143.4702454	0	0
47904	143.4642487	0	0
47905	143.4696655	0	0
47906	143.4558258	0	0
47907	143.3818207	0	0
47908	143.3052826	0	0
47909	143.294281	0	0
47910	143.2691345	0	0
47911	143.1997376	0	0
47912	143.1114044	0	0
47913	143.0081024	0	0
47914	142.8926086	0	0
47915	142.7794647	0	0
47916	142.6485291	0	0
47917	142.5186157	0	0
47918	142.4601746	0	0
47919	142.4312897	0	0
47920	142.4371796	0	0
47921	142.4707947	0	0
47922	142.5242157	0	0
47923	142.5815888	0	0
47924	142.6142426	0	0
47925	142.5421143	0	0
47926	142.2984009	0	0
47927	142.0372009	0	0
47928	141.8299866	0	0
47929	141.59552	0	0
47930	141.4591675	0	0
47931	141.5477753	0	0
47932	141.9616089	0	0
47933	142.2818298	0	0
47934	142.5735016	0	0
47935	143.1680145	0	0
47936	143.4398651	0	0
47937	143.8866577	0	0
47938	144.7599792	0	0
47939	145.5310516	0	0
47940	145.9692993	0	0
47941	146.2174683	0	0
47942	146.2330017	0	0
47943	146.8080292	0	0
47944	147.8814697	0	0
47945	148.0019989	0	0
47946	148.0019989	0	0
47947	148.0019989	0	0
47948	148.0019989	0	0
47949	148.0019989	0	0
48268	146.1261444	0	0
48269	146.1214752	0	0
48270	146.1158295	0	0
48271	146.1091003	0	0
48272	146.1013489	0	0
48273	146.0927277	0	0
48274	146.0832367	0	0
48275	146.0729523	0	0
48276	146.0618744	0	0
48277	146.0497131	0	0
48278	146.0364075	0	0
48279	146.0072174	0	0
48280	145.991684	0	0
48281	145.9755096	0	0
48282	145.9586639	0	0
48283	145.9412537	0	0
48284	145.9236603	0	0
48285	145.9060059	0	0
48286	145.8883972	0	0
48287	145.8708801	0	0
48288	145.8535309	0	0
48289	145.8365173	0	0
48290	145.8197327	0	0
48291	145.8034058	0	0
48292	145.7877197	0	0
48293	145.7729034	0	0
48294	145.7597809	0	0
48295	145.750061	0	0
48296	145.7471771	0	0
48297	145.7562561	0	0
48298	145.787323	0	0
48299	145.8881378	0	0
48300	147.4483643	0	0
48301	146.0461731	0	0
48302	145.3621674	0	0
48303	145.3069305	0	0
48304	145.2677612	0	0
48305	145.2000885	0	0
48306	145.177536	0	0
48307	145.1823731	0	0
48308	145.1862488	0	0
48309	145.1757355	0	0
48310	145.1234436	0	0
48311	145.0502167	0	0
48312	145.0099792	0	0
48313	144.9997864	0	0
48314	144.982132	0	0
48315	144.9445496	0	0
48316	144.8988342	0	0
48317	144.7792816	0	0
48318	144.6470642	0	0
48319	144.6003418	0	0
48320	144.6181946	0	0
48321	144.6292725	0	0
48322	144.6166992	0	0
48323	144.5706482	0	0
48324	144.5219727	0	0
48325	144.5162659	0	0
48326	144.4968567	0	0
48327	144.2949982	0	0
48328	144.1056366	0	0
48329	143.9911652	0	0
48330	143.9877319	0	0
48331	143.9949493	0	0
48332	143.9869537	0	0
48333	143.9941711	0	0
48334	143.7960663	0	0
48335	143.5191193	0	0
48336	143.489151	0	0
48337	143.4891052	0	0
48338	143.498703	0	0
48339	143.4309845	0	0
48340	143.3287811	0	0
48341	143.2923279	0	0
48342	143.289505	0	0
48343	143.2394409	0	0
48344	143.1569672	0	0
48345	143.0827026	0	0
48346	142.9576263	0	0
48347	142.8259735	0	0
48348	142.6803131	0	0
48349	142.5519104	0	0
48350	142.473587	0	0
48351	142.4299011	0	0
48352	142.4139252	0	0
48353	142.4275208	0	0
48354	142.4654694	0	0
48355	142.5317841	0	0
48356	142.5701599	0	0
48357	142.515976	0	0
48358	142.3169556	0	0
48359	142.0599365	0	0
48360	141.8147125	0	0
48361	141.5545654	0	0
48362	141.3841248	0	0
48363	141.3942413	0	0
48364	141.9574737	0	0
48365	142.4019928	0	0
48366	142.7571258	0	0
48367	143.2810822	0	0
48368	143.6627197	0	0
48369	143.8050995	0	0
48370	144.5774689	0	0
48371	145.2605438	0	0
48372	145.5685883	0	0
48373	146.629303	0	0
48374	146.3944855	0	0
48375	146.6838379	0	0
48376	147.6384888	0	0
48377	148.0007324	0	0
48378	148.0019989	0	0
48379	148.0019989	0	0
48380	148.0019989	0	0
48381	148.0019989	0	0
48700	146.1535797	0	0
48701	146.1498261	0	0
48702	146.1451874	0	0
48703	146.139801	0	0
48704	146.133667	0	0
48705	146.1267548	0	0
48706	146.1190338	0	0
48707	146.1103821	0	0
48708	146.1006928	0	0
48709	146.0899506	0	0
48710	146.0781403	0	0
48711	146.0515442	0	0
48712	146.0372772	0	0
48713	146.0224915	0	0
48714	146.0075073	0	0
48715	145.9924011	0	0
48716	145.9773254	0	0
48717	145.9623566	0	0
48718	145.9476624	0	0
48719	145.9333801	0	0
48720	145.9196472	0	0
