Cell variables for frog model	SF Trinity at Sandy Bar test file		
SFR 1 Sept 2014	Elevation estimated from depth at 9.7 m3/s	Breeder-suitable from RSL 2/12/2015	Has-shelter added from RSL survey 10/22/2014
CellNum	Elevation (m)	Breeder-suitable?	Has-shelter?
11435	145.1765747	0	0
11436	145.1759949	0	0
11437	145.173996	0	0
11438	145.1539917	0	0
11439	145.1445618	0	0
11440	145.1661987	0	0
11441	145.1759949	0	0
11442	145.1759949	0	0
11443	145.1759949	0	0
11444	145.1759949	0	0
11445	145.1759949	0	0
11446	145.1539002	0	0
11447	145.0752563	0	0
11448	145.0810394	0	0
11449	145.2107849	0	0
11450	145.4525757	0	0
11451	145.6474609	0	0
11452	146.8706207	0	0
11453	147.8978424	0	0
11454	148.0019989	0	0
11455	148.0019989	0	0
11456	148.0019989	0	0
11457	148.0019989	0	0
11458	147.9929657	0	0
11459	147.7514191	0	0
11460	147.2412109	0	0
11461	147.4942322	0	0
11462	147.740509	0	0
11463	147.0119019	0	0
11464	145.1480255	0	0
11465	144.6589356	0	0
11466	144.6623077	0	0
11467	144.6848907	0	0
11468	144.7070007	0	0
11469	144.9022369	0	0
11470	144.9797669	0	0
11471	145.0407257	0	0
11472	145.0577393	0	0
11473	145.0417786	0	0
11474	145.0206909	0	0
11475	145.0079498	0	0
11476	145.0208435	0	0
11477	145.1486206	0	0
11478	145.2000885	0	0
11479	145.201004	0	0
11480	145.196228	0	0
11481	145.1967468	0	0
11482	145.1990662	0	0
11483	145.1971893	0	0
11484	145.1867371	0	0
11485	145.1931305	0	0
11486	145.2001038	0	0
11487	145.4180298	0	0
11488	145.4205475	0	0
11489	145.8078613	0	0
11490	146.1426239	0	0
11491	146.5424042	0	0
11492	147.5100403	0	0
11493	147.923523	0	0
11494	147.719986	0	0
11495	147.7923279	0	0
11496	148.0019989	0	0
11497	147.9796905	0	0
11498	148.0019989	0	0
11499	148.0019989	0	0
11500	148.0019989	0	0
11501	148.0006561	0	0
11502	147.7566834	0	0
11503	147.8557129	0	0
11504	147.9945831	0	0
11505	148.0019989	0	0
11506	148.0019989	0	0
11507	148.0019989	0	0
11508	148.0019989	0	0
11509	148.0019989	0	0
11510	148.0019989	0	0
11511	148.0019989	0	0
11512	148.0019989	0	0
11513	148.0019989	0	0
11514	148.0019989	0	0
11515	148.0019989	0	0
11516	148.0019989	0	0
11517	148.0019989	0	0
11518	148.0019989	0	0
11519	148.0019989	0	0
11520	148.0019989	0	0
11521	148.0019989	0	0
11522	148.0019989	0	0
11523	148.0019989	0	0
11524	148.0019989	0	0
11525	148.0019989	0	0
11526	148.0019989	0	0
11527	148.0019989	0	0
11528	148.0019989	0	0
11529	148.0019989	0	0
11530	148.0019989	0	0
11531	148.0019989	0	0
11532	148.0019989	0	0
11533	148.0019989	0	0
11534	148.0019989	0	0
11535	148.0019989	0	0
11536	148.0019989	0	0
11537	148.0019989	0	0
11538	148.0019989	0	0
11539	148.0019989	0	0
11540	148.0019989	0	0
11541	148.0019989	0	0
11542	148.0019989	0	0
11543	148.0019989	0	0
11544	148.0019989	0	0
11545	148.0019989	0	0
11546	148.0019989	0	0
11547	148.0019989	0	0
11548	148.0019989	0	0
11549	148.0019989	0	0
11550	148.0019989	0	0
11551	148.0019989	0	0
11552	148.0019989	0	0
11553	148.0019989	0	0
11554	148.0019989	0	0
11555	148.0019989	0	0
11556	148.0019989	0	0
11557	148.0019989	0	0
11558	148.0019989	0	0
11559	148.0019989	0	0
11560	148.0019989	0	0
11561	148.0019989	0	0
11562	148.0019989	0	0
11563	148.0019989	0	0
11564	148.0019989	0	0
11565	148.0019989	0	0
11566	148.0019989	0	0
11567	148.0019989	0	0
11676	148.0019989	0	0
11677	148.0019989	0	0
11678	148.0019989	0	0
11679	148.0019989	0	0
11680	148.0019989	0	0
11681	148.0019989	0	0
11682	148.0019989	0	0
11683	148.0019989	0	0
11684	148.0019989	0	0
11685	148.0019989	0	0
11686	148.0019989	0	0
11687	148.0019989	0	0
11688	148.0019989	0	0
11689	148.0019989	0	0
11690	148.0019989	0	0
11691	148.0019989	0	0
11692	148.0019989	0	0
11693	148.0019989	0	0
11694	148.0019989	0	0
11695	148.0019989	0	0
11696	148.0019989	0	0
11697	148.0019989	0	0
11698	148.0019989	0	0
11699	148.0019989	0	0
11700	148.0019989	0	0
11701	148.0019989	0	0
11702	148.0019989	0	0
11703	148.0019989	0	0
11704	148.0019989	0	0
11705	148.0019989	0	0
11706	148.0019989	0	0
11707	148.0019989	0	0
11708	148.0019989	0	0
11709	148.0019989	0	0
11710	147.956131	0	0
11711	147.9382477	0	0
11712	147.7127991	0	0
11713	147.5279388	0	0
11714	147.2096252	0	0
11715	146.9671936	0	0
11716	146.7229157	0	0
11717	146.6383514	0	0
11718	146.4810028	0	0
11719	146.4882965	0	0
11720	146.4810028	0	0
11721	146.4810028	0	0
11722	146.4810028	0	0
11723	146.4810028	0	0
11724	146.4810028	0	0
11725	146.4254761	0	0
11726	146.2963562	0	0
11727	146.2330475	0	0
11728	146.2062073	0	0
11729	146.2466888	0	0
11730	146.3239441	0	0
11731	146.3298492	0	0
11732	146.3321686	0	0
11733	146.355896	0	0
11734	146.377182	0	0
11735	146.485672	0	0
11736	146.5780029	0	0
11737	146.5720215	0	0
11738	146.5692291	0	0
11739	146.5718994	0	0
11740	146.5767975	0	0
11741	146.5778351	0	0
11742	146.5780029	0	0
11743	146.5780029	0	0
11744	146.5780029	0	0
11745	146.5780029	0	0
11746	146.5780029	0	0
11747	146.576767	0	0
11748	146.5660248	0	0
11749	146.5558319	0	0
11750	146.5555725	0	0
11751	146.5591888	0	0
11752	146.5661774	0	0
11753	146.5684815	0	0
11754	146.5690002	0	0
11755	146.5671234	0	0
11756	146.5621338	0	0
11757	146.549408	0	0
11758	146.5417175	0	0
11759	146.5371704	0	0
11760	146.5282593	0	0
11761	146.5032654	0	0
11762	146.4663391	0	0
11763	146.425354	0	0
11764	146.3639984	0	0
11765	146.3122711	0	0
11766	146.2673798	0	0
11767	146.2580261	0	0
11768	146.2468414	0	0
11769	146.2337647	0	0
11770	146.2097321	0	0
11771	146.1819458	0	0
11772	146.1565704	0	0
11773	146.1468506	0	0
11774	146.1223907	0	0
11775	146.0722504	0	0
11776	145.9568634	0	0
11777	145.9030151	0	0
11778	145.8680572	0	0
11779	145.7575073	0	0
11780	145.6590729	0	0
11781	145.6255341	0	0
11782	145.6213532	0	0
11783	145.6439819	0	0
11784	145.6176605	0	0
11785	145.582077	0	0
11786	145.5489655	0	0
11787	145.5442352	0	0
11788	145.579071	0	0
11789	145.5738983	0	0
11790	145.5826416	0	0
11791	145.5473328	0	0
11792	145.4981232	0	0
11793	145.4765472	0	0
11794	145.4144745	0	0
11795	145.3541412	0	0
11796	145.2466278	0	0
11797	145.1400299	0	0
11798	144.927002	0	0
11799	144.7478027	0	0
11800	144.6868439	0	0
11801	144.5655212	0	0
11802	144.4350891	0	0
11803	144.4114532	0	0
11804	144.4010773	0	0
11805	144.4021301	0	0
11806	144.373703	0	0
11807	144.3286591	0	0
11808	144.2511749	0	0
11809	144.1868439	0	0
11810	144.0577087	0	0
11811	143.7383881	0	0
11812	143.5992584	0	0
11813	143.5742035	0	0
11814	143.5147705	0	0
11815	143.4230499	0	0
11816	143.3456726	0	0
11817	143.2943726	0	0
11818	143.2142792	0	0
11819	143.1075287	0	0
11820	143.0041809	0	0
11821	142.9164581	0	0
11822	142.8639984	0	0
11823	142.8507538	0	0
11824	142.9598999	0	0
11825	143.1068268	0	0
11826	143.5028381	0	0
11827	143.9545136	0	0
11828	144.6344299	0	0
11829	145.3722076	0	0
11830	145.3535614	0	0
11831	145.5499268	0	0
11832	145.7546692	0	0
11833	146.0061493	0	0
11834	145.3428192	0	0
11835	144.7894135	0	0
11836	144.6908264	0	0
11837	144.5944824	0	0
11838	144.6803894	0	0
11839	144.733963	0	0
11840	144.71698	0	0
11841	144.6678009	0	0
11842	144.5563507	0	0
11843	144.6122131	0	0
11844	144.8282318	0	0
11845	144.8866577	0	0
11846	144.9487305	0	0
11847	144.99086	0	0
11848	145.0287781	0	0
11849	144.9830017	0	0
11850	145.1065826	0	0
11851	145.0874176	0	0
11852	145.0617676	0	0
11853	145.1037598	0	0
11854	145.0766754	0	0
11855	145.106308	0	0
11856	144.8404541	0	0
11857	144.7849121	0	0
11858	144.8175812	0	0
11859	144.8263245	0	0
11860	144.8411407	0	0
11861	144.9297638	0	0
11862	145.0057983	0	0
11863	145.0694122	0	0
11864	145.1442566	0	0
11865	145.2050324	0	0
11866	145.1931152	0	0
11867	145.1662292	0	0
11868	145.1927795	0	0
11869	145.1826782	0	0
11870	145.1768951	0	0
11871	145.1765289	0	0
11872	145.1759949	0	0
11873	145.1759949	0	0
11874	145.1748047	0	0
11875	145.1622925	0	0
11876	145.1701355	0	0
11877	145.1714935	0	0
11878	145.1573792	0	0
11879	145.0561523	0	0
11880	144.920639	0	0
11881	144.8608704	0	0
11882	144.8951263	0	0
11883	144.9128113	0	0
11884	145.5113831	0	0
11885	146.4739075	0	0
11886	146.8654785	0	0
11887	147.530899	0	0
11888	147.6079865	0	0
11889	147.7089996	0	0
11890	146.8276978	0	0
11891	146.2128143	0	0
11892	145.2621612	0	0
11893	145.1133575	0	0
11894	145.3153687	0	0
11895	145.4101715	0	0
11896	144.7450562	0	0
11897	144.6651611	0	0
11898	144.6620026	0	0
11899	144.6581879	0	0
11900	144.6824646	0	0
11901	144.8268585	0	0
11902	144.8202515	0	0
11903	144.8567963	0	0
11904	144.8954163	0	0
11905	144.9904022	0	0
11906	145.0487366	0	0
11907	145.0431824	0	0
11908	145.0389252	0	0
11909	145.048645	0	0
11910	145.0811157	0	0
11911	145.1165924	0	0
11912	145.1265411	0	0
11913	145.1511383	0	0
11914	145.1878357	0	0
11915	145.1982422	0	0
11916	145.1896667	0	0
11917	145.1911926	0	0
11918	145.2009125	0	0
11919	145.201004	0	0
11920	145.201004	0	0
11921	145.201004	0	0
11922	145.201004	0	0
11923	145.2308044	0	0
11924	146.3486633	0	0
11925	146.935257	0	0
11926	145.8183594	0	0
11927	145.7122498	0	0
11928	145.840332	0	0
11929	146.2544861	0	0
11930	146.6058044	0	0
11931	146.9441376	0	0
11932	147.1953125	0	0
11933	147.4655304	0	0
11934	146.1137543	0	0
11935	146.3069916	0	0
11936	147.7607422	0	0
11937	147.9877319	0	0
11938	148.0019989	0	0
11939	148.0019989	0	0
11940	148.0019989	0	0
11941	148.0019989	0	0
11942	148.0019989	0	0
11943	148.0019989	0	0
11944	148.0019989	0	0
11945	148.0019989	0	0
11946	148.0019989	0	0
11947	148.0019989	0	0
11948	148.0019989	0	0
11949	148.0019989	0	0
11950	148.0019989	0	0
11951	148.0019989	0	0
11952	148.0019989	0	0
11953	148.0019989	0	0
11954	148.0019989	0	0
11955	148.0019989	0	0
11956	148.0019989	0	0
11957	148.0019989	0	0
11958	148.0019989	0	0
11959	148.0019989	0	0
11960	148.0019989	0	0
11961	148.0019989	0	0
11962	148.0019989	0	0
11963	148.0019989	0	0
11964	148.0019989	0	0
11965	148.0019989	0	0
11966	148.0019989	0	0
11967	148.0019989	0	0
11968	148.0019989	0	0
11969	148.0019989	0	0
11970	148.0019989	0	0
11971	148.0019989	0	0
11972	148.0019989	0	0
11973	148.0019989	0	0
11974	148.0019989	0	0
11975	148.0019989	0	0
11976	148.0019989	0	0
11977	148.0019989	0	0
11978	148.0019989	0	0
11979	148.0019989	0	0
11980	148.0019989	0	0
11981	148.0019989	0	0
11982	148.0019989	0	0
11983	148.0019989	0	0
11984	148.0019989	0	0
11985	148.0019989	0	0
11986	148.0019989	0	0
11987	148.0019989	0	0
11988	148.0019989	0	0
11989	148.0019989	0	0
11990	148.0019989	0	0
11991	148.0019989	0	0
11992	148.0019989	0	0
11993	148.0019989	0	0
11994	148.0019989	0	0
11995	148.0019989	0	0
11996	148.0019989	0	0
11997	148.0019989	0	0
11998	148.0019989	0	0
11999	148.0019989	0	0
12000	148.0019989	0	0
12001	148.0019989	0	0
12105	148.0019989	0	0
12106	148.0019989	0	0
12107	148.0019989	0	0
12108	148.0019989	0	0
12109	148.0019989	0	0
12110	148.0019989	0	0
12111	148.0019989	0	0
12112	148.0019989	0	0
12113	148.0019989	0	0
12114	148.0019989	0	0
12115	148.0019989	0	0
12116	148.0019989	0	0
12117	148.0019989	0	0
12118	148.0019989	0	0
12119	148.0019989	0	0
12120	148.0019989	0	0
12121	148.0019989	0	0
12122	148.0019989	0	0
12123	148.0019989	0	0
12124	148.0019989	0	0
12125	148.0019989	0	0
12126	148.0019989	0	0
12127	148.0019989	0	0
12128	148.0019989	0	0
12129	148.0019989	0	0
12130	148.0019989	0	0
12131	148.0019989	0	0
12132	148.0019989	0	0
12133	148.0019989	0	0
12134	148.0019989	0	0
12135	148.0019989	0	0
12136	148.0019989	0	0
12137	147.9863892	0	0
12138	147.8780518	0	0
12139	147.7731323	0	0
12140	147.5335388	0	0
12141	147.2527924	0	0
12142	147.0099792	0	0
12143	146.6611633	0	0
12144	146.6138458	0	0
12145	146.4869537	0	0
12146	146.4818115	0	0
12147	146.4810028	0	0
12148	146.4810028	0	0
12149	146.4810028	0	0
12150	146.4810028	0	0
12151	146.4810028	0	0
12152	146.4810028	0	0
12153	146.4810028	0	0
12154	146.4408417	0	0
12155	146.3867645	0	0
12156	146.3409576	0	0
12157	146.2707367	0	0
12158	146.1808167	0	0
12159	146.1308594	0	0
12160	146.1268768	0	0
12161	146.1560211	0	0
12162	146.1941223	0	0
12163	146.2470093	0	0
12164	146.312973	0	0
12165	146.3398895	0	0
12166	146.3447266	0	0
12167	146.4261017	0	0
12168	146.4896545	0	0
12169	146.4843597	0	0
12170	146.4886322	0	0
12171	146.5405426	0	0
12172	146.5780029	0	0
12173	146.5780029	0	0
12174	146.5780029	0	0
12175	146.5779877	0	0
12176	146.5746918	0	0
12177	146.5755615	0	0
12178	146.5682221	0	0
12179	146.5660706	0	0
12180	146.5535736	0	0
12181	146.5567474	0	0
12182	146.5595551	0	0
12183	146.5652161	0	0
12184	146.559433	0	0
12185	146.5581513	0	0
12186	146.5515595	0	0
12187	146.5335541	0	0
12188	146.5045929	0	0
12189	146.4975891	0	0
12190	146.515564	0	0
12191	146.4738617	0	0
12192	146.4275818	0	0
12193	146.3379059	0	0
12194	146.275238	0	0
12195	146.2368011	0	0
12196	146.2131348	0	0
12197	146.1938782	0	0
12198	146.1472168	0	0
12199	146.1576843	0	0
12200	146.1604309	0	0
12201	146.1443481	0	0
12202	146.1247864	0	0
12203	146.1008301	0	0
12204	146.0299225	0	0
12205	145.9437256	0	0
12206	145.9141998	0	0
12207	145.8473663	0	0
12208	145.689621	0	0
12209	145.57547	0	0
12210	145.5225067	0	0
12211	145.4967041	0	0
12212	145.4780731	0	0
12213	145.4642487	0	0
12214	145.4559326	0	0
12215	145.4565277	0	0
12216	145.4583893	0	0
12217	145.4557953	0	0
12218	145.4546661	0	0
12219	145.4563599	0	0
12220	145.4619293	0	0
12221	145.442749	0	0
12222	145.3870087	0	0
12223	145.2763214	0	0
12224	145.181427	0	0
12225	145.1176453	0	0
12226	145.0428009	0	0
12227	144.9689789	0	0
12228	144.9216919	0	0
12229	144.8705597	0	0
12230	144.7501831	0	0
12231	144.6694641	0	0
12232	144.5595245	0	0
12233	144.4650269	0	0
12234	144.3968353	0	0
12235	144.3837433	0	0
12236	144.3816681	0	0
12237	144.3340912	0	0
12238	144.2770996	0	0
12239	144.2414856	0	0
12240	144.2101746	0	0
12241	144.1836853	0	0
12242	144.0779572	0	0
12243	143.832428	0	0
12244	143.7002563	0	0
12245	143.6309051	0	0
12246	143.5546722	0	0
12247	143.4539032	0	0
12248	143.3457184	0	0
12249	143.2574463	0	0
12250	143.1443787	0	0
12251	142.998764	0	0
12252	142.8483276	0	0
12253	142.7194214	0	0
12254	142.6440124	0	0
12255	142.7539368	0	0
12256	142.8892517	0	0
12257	143.0618133	0	0
12258	143.3342285	0	0
12259	143.6580048	0	0
12260	143.9650116	0	0
12261	144.1352997	0	0
12262	144.3226013	0	0
12263	144.3770599	0	0
12264	144.5481415	0	0
12265	144.6420593	0	0
12266	144.8848267	0	0
12267	145.0380249	0	0
12268	144.7542572	0	0
12269	144.5035248	0	0
12270	144.2185211	0	0
12271	143.9912262	0	0
12272	143.8948212	0	0
12273	143.8088837	0	0
12274	143.7138214	0	0
12275	143.7920685	0	0
12276	143.9001923	0	0
12277	144.1178742	0	0
12278	144.2888184	0	0
12279	144.5853882	0	0
12280	144.8509827	0	0
12281	144.7190704	0	0
12282	144.432312	0	0
12283	144.9163208	0	0
12284	145.1695404	0	0
12285	145.164917	0	0
12286	145.1441956	0	0
12287	145.1619415	0	0
12288	145.0856018	0	0
12289	145.000885	0	0
12290	145.0109711	0	0
12291	144.8751831	0	0
12292	144.8292847	0	0
12293	144.9029846	0	0
12294	144.9351196	0	0
12295	144.9387817	0	0
12296	145.0490875	0	0
12297	145.1463623	0	0
12298	145.1756287	0	0
12299	145.1894989	0	0
12300	145.2938995	0	0
12301	145.2994995	0	0
12302	145.2486877	0	0
12303	145.1961517	0	0
12304	145.1569367	0	0
12305	145.1686859	0	0
12306	145.1535339	0	0
12307	145.0739441	0	0
12308	145.0252533	0	0
12309	145.0063782	0	0
12310	145.015564	0	0
12311	145.0421753	0	0
12312	144.9587555	0	0
12313	144.8408051	0	0
12314	144.8370361	0	0
12315	144.8418426	0	0
12316	144.8459778	0	0
12317	144.8641052	0	0
12318	144.9075928	0	0
12319	145.0058289	0	0
12320	145.3464813	0	0
12321	145.584137	0	0
12322	145.2665253	0	0
12323	144.9319611	0	0
12324	144.8803253	0	0
12325	144.8601837	0	0
12326	144.8608398	0	0
12327	144.7782135	0	0
12328	144.6989899	0	0
12329	144.7185669	0	0
12330	144.6917114	0	0
12331	144.6644898	0	0
12332	144.7039185	0	0
12333	144.7627411	0	0
12334	144.6659393	0	0
12335	144.6858063	0	0
12336	144.7163086	0	0
12337	144.8646088	0	0
12338	144.9828339	0	0
12339	145.0192871	0	0
12340	145.0336761	0	0
12341	145.0378876	0	0
12342	145.0313721	0	0
12343	145.0245514	0	0
12344	145.0102692	0	0
12345	145.0481262	0	0
12346	145.1630249	0	0
12347	145.1893921	0	0
12348	145.185791	0	0
12349	145.1967011	0	0
12350	145.201004	0	0
12351	145.201004	0	0
12352	145.201004	0	0
12353	145.201004	0	0
12354	145.201004	0	0
12355	145.201004	0	0
12356	145.2221832	0	0
12357	145.290329	0	0
12358	145.2120667	0	0
12359	145.201004	0	0
12360	145.1960754	0	0
12361	145.1609192	0	0
12362	145.1655273	0	0
12363	145.1978607	0	0
12364	145.2934112	0	0
12365	145.2226563	0	0
12366	145.22966	0	0
12367	145.3642731	0	0
12368	145.8452301	0	0
12369	147.1822357	0	0
12370	147.7536469	0	0
12371	146.8826599	0	0
12372	147.233963	0	0
12373	147.9808807	0	0
12374	148.0019989	0	0
12375	148.0019989	0	0
12376	148.0019989	0	0
12377	148.0019989	0	0
12378	148.0019989	0	0
12379	148.0019989	0	0
12380	148.0019989	0	0
12381	148.0019989	0	0
12382	148.0019989	0	0
12383	148.0019989	0	0
12384	148.0019989	0	0
12385	148.0019989	0	0
12386	148.0019989	0	0
12387	148.0019989	0	0
12388	148.0019989	0	0
12389	148.0019989	0	0
12390	148.0019989	0	0
12391	148.0019989	0	0
12392	148.0019989	0	0
12393	148.0019989	0	0
12394	148.0019989	0	0
12395	148.0019989	0	0
12396	148.0019989	0	0
12397	148.0019989	0	0
12398	148.0019989	0	0
12399	148.0019989	0	0
12400	148.0019989	0	0
12401	148.0019989	0	0
12402	148.0019989	0	0
12403	148.0019989	0	0
12404	148.0019989	0	0
12405	148.0019989	0	0
12406	148.0019989	0	0
12407	148.0019989	0	0
12408	148.0019989	0	0
12409	148.0019989	0	0
12410	148.0019989	0	0
12411	148.0019989	0	0
12412	148.0019989	0	0
12413	148.0019989	0	0
12414	148.0019989	0	0
12415	148.0019989	0	0
12416	148.0019989	0	0
12417	148.0019989	0	0
12418	148.0019989	0	0
12419	148.0019989	0	0
12420	148.0019989	0	0
12421	148.0019989	0	0
12422	148.0019989	0	0
12423	148.0019989	0	0
12424	148.0019989	0	0
12425	148.0019989	0	0
12426	148.0019989	0	0
12427	148.0019989	0	0
12428	148.0019989	0	0
12429	148.0019989	0	0
12430	148.0019989	0	0
12431	148.0019989	0	0
12432	148.0019989	0	0
12433	148.0019989	0	0
12434	148.0019989	0	0
12435	148.0019989	0	0
12436	148.0019989	0	0
12533	148.0019989	0	0
12534	148.0019989	0	0
12535	148.0019989	0	0
12536	148.0019989	0	0
12537	148.0019989	0	0
12538	148.0019989	0	0
12539	148.0019989	0	0
12540	148.0019989	0	0
12541	148.0019989	0	0
12542	148.0019989	0	0
12543	148.0019989	0	0
12544	148.0019989	0	0
12545	148.0019989	0	0
12546	148.0019989	0	0
12547	148.0019989	0	0
12548	148.0019989	0	0
12549	148.0019989	0	0
12550	148.0019989	0	0
12551	148.0019989	0	0
12552	148.0019989	0	0
12553	148.0019989	0	0
12554	148.0019989	0	0
12555	148.0019989	0	0
12556	148.0019989	0	0
12557	148.0019989	0	0
12558	148.0019989	0	0
12559	148.0019989	0	0
12560	148.0019989	0	0
12561	148.0019989	0	0
12562	148.0019989	0	0
12563	148.0019989	0	0
12564	147.9953461	0	0
12565	147.9470062	0	0
12566	147.9960327	0	0
12567	147.8110352	0	0
12568	147.3181915	0	0
12569	147.000351	0	0
12570	146.7241364	0	0
12571	146.5921326	0	0
12572	146.5207062	0	0
12573	146.4810028	0	0
12574	146.4810028	0	0
12575	146.4810028	0	0
12576	146.4810028	0	0
12577	146.4810028	0	0
12578	146.4810028	0	0
12579	146.4810028	0	0
12580	146.4810028	0	0
12581	146.4810028	0	0
12582	146.4810028	0	0
12583	146.4810028	0	0
12584	146.4810028	0	0
12585	146.4737854	0	0
12586	146.3218842	0	0
12587	146.1879578	0	0
12588	146.170227	0	0
12589	146.15271	0	0
12590	146.1367035	0	0
12591	146.1337433	0	0
12592	146.154541	0	0
12593	146.1785431	0	0
12594	146.213913	0	0
12595	146.2717743	0	0
12596	146.3223572	0	0
12597	146.3343964	0	0
12598	146.3340149	0	0
12599	146.3735504	0	0
12600	146.4219208	0	0
12601	146.4437103	0	0
12602	146.4640198	0	0
12603	146.5196075	0	0
12604	146.5646667	0	0
12605	146.5543518	0	0
12606	146.5452118	0	0
12607	146.53508	0	0
12608	146.5294952	0	0
12609	146.5282898	0	0
12610	146.5221863	0	0
12611	146.5174103	0	0
12612	146.5111999	0	0
12613	146.5023651	0	0
12614	146.4844971	0	0
12615	146.4689636	0	0
12616	146.475235	0	0
12617	146.4795532	0	0
12618	146.4604187	0	0
12619	146.420105	0	0
12620	146.3447876	0	0
12621	146.3002624	0	0
12622	146.2642365	0	0
12623	146.2322693	0	0
12624	146.1838379	0	0
12625	146.1850586	0	0
12626	146.1703644	0	0
12627	146.1696625	0	0
12628	146.1604157	0	0
12629	146.1382141	0	0
12630	146.0621796	0	0
12631	145.9941101	0	0
12632	145.9944763	0	0
12633	145.9459534	0	0
12634	145.8983917	0	0
12635	145.8179627	0	0
12636	145.7392883	0	0
12637	145.7065888	0	0
12638	145.6896515	0	0
12639	145.6369171	0	0
12640	145.5321808	0	0
12641	145.4560089	0	0
12642	145.4469605	0	0
12643	145.4419403	0	0
12644	145.4395142	0	0
12645	145.4373322	0	0
12646	145.4384308	0	0
12647	145.4409638	0	0
12648	145.4419098	0	0
12649	145.443573	0	0
12650	145.442215	0	0
12651	145.4440002	0	0
12652	145.3947144	0	0
12653	145.2900085	0	0
12654	145.0569763	0	0
12655	144.97052	0	0
12656	144.9421539	0	0
12657	144.909317	0	0
12658	144.8639526	0	0
12659	144.8260803	0	0
12660	144.7650909	0	0
12661	144.6740112	0	0
12662	144.5637512	0	0
12663	144.430542	0	0
12664	144.3913879	0	0
12665	144.355835	0	0
12666	144.3533478	0	0
12667	144.347641	0	0
12668	144.3088074	0	0
12669	144.2771149	0	1
12670	144.2366486	0	1
12671	144.1979828	0	0
12672	144.1431427	0	0
12673	144.1003723	0	0
12674	144.0269165	0	0
12675	143.8586426	0	0
12676	143.7778015	0	1
12677	143.7015686	0	1
12678	143.6176758	0	1
12679	143.5232391	0	1
12680	143.440628	0	1
12681	143.315918	0	1
12682	143.1954346	0	0
12683	143.0488892	0	0
12684	142.9177856	0	0
12685	142.7583313	0	0
12686	142.6457977	0	0
12687	142.627594	0	0
12688	142.6813812	0	0
12689	142.8597565	0	0
12690	143.0762329	0	0
12691	143.3245544	0	0
12692	143.4407349	0	0
12693	143.529129	0	0
12694	143.6422882	0	0
12695	143.7811737	0	0
12696	143.9382477	0	0
12697	144.0579376	0	0
12698	144.3827972	0	0
12699	144.5941925	0	0
12700	144.4638672	0	0
12701	144.2548981	0	0
12702	143.8955841	0	0
12703	143.5430145	0	0
12704	143.1911926	0	0
12705	143.0877228	0	0
12706	143.0718384	0	0
12707	143.1652985	0	0
12708	143.2590027	0	0
12709	143.4923248	0	0
12710	143.6991577	0	0
12711	143.9363098	0	0
12712	144.223114	0	0
12713	144.7115936	0	0
12714	145.0643005	0	0
12715	144.9403229	0	0
12716	144.9015198	0	0
12717	144.9131165	0	0
12718	144.9554138	0	0
12719	144.9833984	0	0
12720	144.9218597	0	0
12721	144.9000397	0	0
12722	144.8968506	0	0
12723	144.792511	0	0
12724	144.7850494	0	0
12725	144.9147034	0	0
12726	144.9116669	0	0
12727	144.9374542	0	0
12728	145.0288239	0	0
12729	145.1353302	0	0
12730	145.2189026	0	0
12731	145.3271027	0	0
12732	145.3784027	0	0
12733	145.3630981	0	0
12734	145.3759308	0	0
12735	145.2549744	0	0
12736	145.147995	0	0
12737	145.1234436	0	0
12738	145.0937042	0	0
12739	144.9833221	0	0
12740	144.8945007	0	0
12741	144.8249817	0	0
12742	144.8188934	0	0
12743	144.8212585	0	0
12744	144.82547	0	0
12745	144.8138886	0	0
12746	144.8119049	0	0
12747	144.8086395	0	0
12748	144.8042908	0	0
12749	144.7972412	0	0
12750	144.798233	0	0
12751	144.8020782	0	0
12752	144.8056793	0	0
12753	144.815979	0	0
12754	144.8378601	0	0
12755	144.8695068	0	0
12756	144.8814697	0	0
12757	144.9354401	0	0
12758	144.9655151	0	0
12759	144.857666	0	0
12760	144.7772827	0	0
12761	144.7932282	0	0
12762	144.7947235	0	0
12763	144.7169037	0	0
12764	144.7119598	0	0
12765	144.6898041	0	0
12766	144.549942	0	0
12767	144.6239166	0	0
12768	144.6672669	0	0
12769	144.7234039	0	0
12770	144.7762146	0	0
12771	144.8064728	0	0
12772	144.9224396	0	0
12773	145.0553589	0	0
12774	145.054657	0	0
12775	145.0470429	0	0
12776	145.0252685	0	0
12777	145.0188599	0	0
12778	145.0426636	0	0
12779	145.0665283	0	0
12780	145.0871887	0	0
12781	145.1663971	0	0
12782	145.201004	0	0
12783	145.201004	0	0
12784	145.2009735	0	0
12785	145.201004	0	0
12786	145.201004	0	0
12787	145.201004	0	0
12788	145.201004	0	0
12789	145.1979828	0	0
12790	145.2008057	0	0
12791	145.1985169	0	0
12792	145.1917572	0	0
12793	145.1463165	0	0
12794	145.141037	0	0
12795	145.1851654	0	0
12796	145.1908264	0	0
12797	145.1879425	0	0
12798	145.1654205	0	0
12799	145.1034546	0	0
12800	145.0559387	0	0
12801	145.6820068	0	0
12802	146.0879059	0	0
12803	145.4128265	0	0
12804	145.9603272	0	0
12805	147.157547	0	0
12806	147.2521057	0	0
12807	147.6286774	0	0
12808	147.9934235	0	0
12809	148.0019989	0	0
12810	148.0019989	0	0
12811	148.0019989	0	0
12812	148.0019989	0	0
12813	147.9789276	0	0
12814	147.9936218	0	0
